1,2.0,1.0,0.0305328369140625,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
2,1.0,2.0,0.0134735107421875,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
3,1.0,2.0,0.5800628662109375,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
4,1.0,1.0,0.0134735107421875,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
5,2.0,2.0,0.3969268798828125,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
6,1.0,1.0,0.0305328369140625,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0
7,2.0,2.0,0.3994293212890625,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,0.9423675537109375,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
9,1.0,2.0,0.2104644775390625,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
10,2.0,2.0,0.6110076904296875,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
11,1.0,1.0,0.5617218017578125,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0
12,1.0,1.0,0.4786224365234375,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
13,2.0,2.0,0.0811614990234375,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0
14,2.0,1.0,0.1527557373046875,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
15,2.0,2.0,0.0757598876953125,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
16,2.0,2.0,0.4106903076171875,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
17,2.0,2.0,0.5203399658203125,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
18,2.0,1.0,0.3332061767578125,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
19,1.0,2.0,0.6560516357421875,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
20,1.0,2.0,0.6575469970703125,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0
21,2.0,2.0,0.5858001708984375,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
22,1.0,2.0,0.7062530517578125,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0
23,1.0,1.0,0.4933319091796875,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
24,1.0,2.0,0.2200469970703125,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0
25,2.0,2.0,0.5805206298828125,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
26,1.0,1.0,0.5041961669921875,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0
27,2.0,2.0,0.5203399658203125,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
28,2.0,2.0,0.2954559326171875,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
29,2.0,1.0,0.0358734130859375,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
30,1.0,1.0,0.0329132080078125,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
31,1.0,2.0,0.7101287841796875,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0
32,2.0,2.0,0.5712432861328125,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
33,2.0,1.0,0.5359649658203125,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0
34,1.0,1.0,0.0920257568359375,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
35,2.0,1.0,0.1386260986328125,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
36,2.0,1.0,0.6117095947265625,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0
37,1.0,1.0,0.2009124755859375,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
38,1.0,2.0,0.8604583740234375,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
39,1.0,2.0,0.4445953369140625,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0
40,2.0,2.0,0.8124237060546875,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
41,1.0,2.0,0.2215118408203125,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0
42,1.0,2.0,0.9471282958984375,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
43,1.0,1.0,0.6041412353515625,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
44,2.0,2.0,0.2055206298828125,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
45,2.0,2.0,0.5623931884765625,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
46,2.0,1.0,0.7384185791015625,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
47,2.0,1.0,0.2811126708984375,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0
48,1.0,1.0,0.5102691650390625,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
49,1.0,1.0,0.6446380615234375,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
50,2.0,1.0,0.9403533935546875,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
51,2.0,1.0,0.4909515380859375,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
52,2.0,1.0,0.7876739501953125,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
53,1.0,1.0,0.9218597412109375,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
54,2.0,2.0,0.0872039794921875,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
55,2.0,2.0,0.7339935302734375,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
56,1.0,1.0,0.1112518310546875,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0
57,1.0,2.0,0.7602691650390625,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
58,2.0,1.0,0.0386199951171875,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0
59,1.0,1.0,0.7246246337890625,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
60,1.0,2.0,0.1139373779296875,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0
61,1.0,1.0,0.7183990478515625,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0
62,1.0,2.0,0.8889007568359375,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
63,2.0,1.0,0.1565399169921875,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
